text	created_at	public_metrics	Google_Translation	village	region	district
"Former NISA boss, Abdullahi Mohamed, better known Sanbaloolshe has won a seat to House of People of Federal Parliament in election held in #Beledweyne, on Monday.

#Somalia https://t.co/LDzVuTW8HD"	2022-03-28T16:51:55.000Z			[]	[]	[]
What did heritage institute do with that money? Did they feed any IDPs in Somalia or wasted private jets to Djibouti and five star hotel. We need wrap up Thai election and move on up. Really https://t.co/iG1syXmtT2	2022-03-28T16:40:55.000Z			[]	[]	[]
"""The country is in a dangerous situation that cannot be underestimated,"" said @HESharifShAhmed, blaming security agencies for failing to deal with #Somalia insecurity.

He highlighted the need for a swift election of new parliament speaker &amp; president to move out of the crisis. https://t.co/XIE6ci0HKv"	2022-03-28T16:39:16.000Z			[]	[]	[]
Somalia’s former intelligence director wins the election for seat HOP058 https://t.co/YvIs0JH8zL	2022-03-28T16:33:33.000Z			[]	[]	[]
"Former Director of the Somali National Intelligence and Security Agency (NISA), Abdullahi Mohamed Ali Sanbaloshe won the election for seat HOP058 in the Lower House of Somali Parliament on Monday in Beledweyne. He received 54 in the 1st round. #Somalia 
https://t.co/3Z3E8cUjbq"	2022-03-28T16:33:12.000Z			[]	[]	[]
Somalia’s former intelligence director wins the election for seat HOP058 https://t.co/2DK6cEvuip #Hiraan #Somalia	2022-03-28T16:31:33.000Z			[]	['Hiraan']	[]
"Somalia’s (S)Election Stats as of Monday 28th March 2022;

Elected lawmakers:      249
Remaining lawmakers: 26

Female quota 20.48%

FMS that completed their seats:

Somaliland,Puntland,Southwest &amp; Benadir.

FMS yet to complete their seats:

Jubaland (16) &amp; Hirshabelle (10) https://t.co/F9O80HjSSY"	2022-03-28T15:43:12.000Z			[]	['Puntland', 'Jubbaland']	[]
"Topic : Political stability in the country, indirect election,ending Somalia's state of permanent transition, priorities,challenges and opportunities.

Guest Former PM of FGS &amp; Ex-president of Puntland State of Somalia @DrAbdiweliGaas
Host by @Bandhig_Forum https://t.co/QVIeEOTpns"	2022-03-28T15:15:00.000Z			[]	['Puntland']	[]
"🧵 1/5 

There seems to be a link btwn the 16 garbaharay seats and the constant debt relief tweets from western diplomats. The election &amp; debt relief seem to be more related then we might think it is.

#somalia #mogadishu https://t.co/DLUjeAwqvC"	2022-03-28T15:12:20.000Z			['Mogadishu']	['Banadir']	['Banadir']
@sntvnews1 @MohamedHRoble @KFosterFCDO What does an ambassador got to do with your country's election? There's something wrong with this Somalia officials esp this one.	2022-03-28T15:11:33.000Z			[]	[]	[]
"How can fraudulent money from Qatar  effect Somalia?
 
This MoU is really a criminal deception.

Qatar is targeting the presidential election to campaign for fraud grants. 

https://t.co/z4hZalXbff via @Radio Kismaayo"	2022-03-28T15:02:37.000Z			[]	['Lower Juba']	['Kismaayo']
#Turkey, which has long been seen as an influential actor in #Somalia, appears to have remained completely silent on the election crisis in Somalia. Many Somalis were thinking Turkey will play a key role in resolving election disputes between Somalis more than EU, U.S and AU. https://t.co/dYjD4AzEck	2022-03-28T14:42:56.000Z			[]	[]	[]
@sntvnews1 @MohamedHRoble @KFosterFCDO I thought Somalia was a sovereign state but here we are discussing internal election matters with an “ex” colonizer. Do you think Boris Johnson would discuss UK elections with an Somali ambassador? Yaab wallahi	2022-03-28T14:15:23.000Z			[]	[]	[]
"This is a joke. He is destructive to the stability of Somalia. Welcome to the so-called Indirect Election. @HandsOffSomalia @Nomore

Taliyihii hore ee nabadsugida Soomaaliya oo ku guuleystay doorashada kursiga HOP058 https://t.co/qdpw80d7D9"	2022-03-28T13:43:06.000Z			[]	[]	[]
"@kingofSomaliaa Indeed. @MohamedHRoble Baahane &amp; these foreigners held the election hostage. This is unacceptable!
These people are living a lavish lifestyle in Mogadishu eating our fresh organic seafood. we all know that they have no Intention to help Somalia. 
#SomaliPeopleMustWakeUpNow"	2022-03-28T13:15:42.000Z			['Mogadishu']	['Banadir']	['Banadir']
IN PICTURES: PM @MohamedHRoble and @KFosterFCDO discuss the troubled election and worsening security in #Somalia after Al-Shabaab attacks on Mogadishu airport and in Beledweyne killed 50+ people, including opposition female MP Amina Mohamed Abdi last week. https://t.co/Vw4NSOzAm4	2022-03-28T13:12:46.000Z			['Mogadishu']	['Banadir']	['Banadir']
PICTURE: Sanbalolshe [L] shares a laugh and a hug with  Gudlawe [R] after his election victory, won MP seat in Beledweyne today. #Somalia. https://t.co/ZqofDex7kK	2022-03-28T12:49:58.000Z			[]	[]	[]
"Thursday 9pm Fmr President Puntland Dr Gaas W'll be interviewing to clarify the Topic POLITICAL STABILITY IN THE COUNTRY;-Indirect election, ending Somalia’s state of permanent transition And priorities""  Join US
@Sheekeeye08 will moderate the session. https://t.co/jI9BIyGzVl"	2022-03-28T12:48:24.000Z			['Gaas']	['Puntland', 'Woqooyi Galbeed']	['Hargeysa']
@US2SOMALIA @WorldBank If America wanted the election to be completed. They would talk to Ahmed madoobe to start  election of Garboharey city. US aren't genuine partners of Somalia	2022-03-28T12:48:18.000Z			['Garbahaarey']	['Gedo']	['Garbahaarey']
If only the ex-president and advisors were taking this existential threat to #Somalia's future seriously. They need to act immediately to resolve the obstacles surrounding the Gedo election of MPs. A new government  now! #Mogadishu https://t.co/MxkhgfFg7Z	2022-03-28T12:41:02.000Z			['Mogadishu']	['Gedo', 'Banadir']	['Banadir']
If there’s a real urgency to conclude the election in #Somalia, why is #PresidentMadobe is allowed to postpone the 16 seats in #Gedo, #Jubaland indefinitely? As #Somali citizens, we feel that the international community is working in cahoots with #Kenya to destroy #Somalia https://t.co/NM3FtMT8xi	2022-03-28T11:44:15.000Z			[]	['Gedo', 'Jubbaland']	[]
Ex-NISA chief Abdullahi Sanbalolshe wins an election for HOP058 parliament seat, defeating 6 other candidates including former Hirshabelle President Ali Abdullahi Osoble. #Somalia https://t.co/5RklplVQN7	2022-03-28T11:40:36.000Z			[]	[]	[]
@TheMossadIL I am kindly requesting to international community especially U.S AMBASSADOR, U.K AMBASSADOR, ISRAEL AMBASSADOR IN Mogadisha Capitol of Somalia to enforce SOMALI FEDERAL NATIONAL ELECTION COMMITTEE AND SOMALI FEDERAL PM ROBLE to call as soon as possible to arrive Mogadisha Capital	2022-03-28T11:27:48.000Z			[]	[]	[]
The long-delayed election risks #Somalia’s economic reform. https://t.co/oknGNzM0W1 https://t.co/FrZhg08bdR	2022-03-28T11:23:14.000Z			[]	[]	[]
Former #Somalia’s Intelligence Chief Abdullahi Mohamed Ali Sanbalooshe was elected as federal MP in an election happened in #Beledweyne on Monday. https://t.co/T440NJ9rB9	2022-03-28T11:21:46.000Z			[]	[]	[]
"Former NISA boss, Abdullahi Mohamed, better known Sanbaloolshe has won a seat to House of People of Federal Parliament in election held in #Beledweyne, on Monday.

#Somalia https://t.co/bmCjyEgDfV"	2022-03-28T11:14:59.000Z			[]	[]	[]
"Former NISA boss, Abdullahi Mohamed, better known Sanbaloolshe has won a seat to House of People of Federal Parliament in election held in #Beledweyne, on Monday.

#Somalia https://t.co/UHOOFycXZh"	2022-03-28T11:12:19.000Z			[]	[]	[]
Ex-intelligence director elected to parliament after winning HOP#058 Lower House seat with majority votes in 1st round of a hotly contested election in Beledweyne, defeating former HirShabelel state leader Ali Abdullahi Osoble and other 5 candidates. #Somalia. https://t.co/HMuqDmgLM9	2022-03-28T11:07:00.000Z			[]	[]	[]
MP #Sanbaloshe wins parliamentary election in #Beledweyne #Somalia https://t.co/cdMKOmu7v3	2022-03-28T11:00:58.000Z			[]	[]	[]
"@Rshukry @MohamedHRoble Where in Somalia within this election have tribal or regional interests been taken into account?

What is the significance of his leading the electoral process if PM can not break an impasse?

I have no personal interest in this whole saga. Perhaps, you are looking at the mirror."	2022-03-28T10:27:55.000Z			[]	[]	[]
It's really kicking off in Somalia again. At least 53 people killed in attacks by Al Shabaab since last Wednesday. All designed to derail the continually derailed election process.	2022-03-28T09:47:47.000Z			[]	[]	[]
A spectre is hunting Somalia— spectre of violence and vanity for political wishes. More election delays will trigger a fight for nothing and Al Shabab is on the corner. @US2SOMALIA @SomaliPM @TheVillaSomalia	2022-03-28T09:44:40.000Z			[]	[]	[]
After delay over security concerns, the election of the HOP58 seat kicks off in Beledweyne city, with up to seven candidates, including the ex-HirShabelle leader and NISA director vying for parliamentary seat. #Somalia. https://t.co/FCmFMkc7Qh	2022-03-28T09:26:05.000Z			[]	[]	[]
"The election for HOP#058 seat has begun in #Beledweyne town moments ago.

Seven candidates are jostling for the seat which was previously occupied by Nur Idow Beyle who withdrew from the race.

The election of the seat was suspended on Sunday due to security concerns.
#Somalia https://t.co/pBjnR06tSI"	2022-03-28T09:14:31.000Z			[]	[]	[]
"#Hirshabelle State Elections Implementation Team is today expected to hold the election of HOP#58 seat in #Beledweyne town after it was postponed on Sunday.

Seven candidates are contesting for the seat among them being former #Somali NISA chief Abdullahi Sambalooshe.
#Somalia https://t.co/1dr8wNIgof"	2022-03-28T08:48:30.000Z			[]	[]	[]
"Reports coming from #Beledweyne town says that tension is high in the town after rebel forces erected road blocks in key areas in protest of the election procedure of HOP#059  seat.
The armed rebel forces are reported to have also taken control of the Lamagalaay camp.
#Somalia https://t.co/xRkUPBIqWF"	2022-03-28T08:43:19.000Z			[]	[]	[]
"Farmaajo's promised to give priority to dialogue &amp; reconciliation.

Today, Mutinous soldiers closed down Lama-Galay base &amp; accused Farmaajo allies of attempting to influence election of HOP#059 seat.

He will leave behind a more divided #Somalia, gridlocked over political issues. https://t.co/PiKOFu0aOE"	2022-03-28T08:22:11.000Z			[]	[]	[]
You mean if an election is not held soon, because #Somalia has a government which is constitutionally mandated until the next election takes place. https://t.co/SsRbSnf6ac	2022-03-28T07:53:27.000Z			[]	[]	[]
Armed troops have surrounded Beledweyne's Lamagalay  base, where election of Hop058 seat scheduled to be held, the clan militias demanding an open contest for Hop059, which is currently held by Samira,the wife of former somalia's parliament speaker. #Somalia https://t.co/taDKoYfdY1	2022-03-28T07:32:36.000Z			[]	[]	[]
"Laftagareen is behind Farmaajo to create unrest in #Somalia.It reinforces the agenda of the former president Farmaajo where he wanted Rahanweyn to be prime minister as a reward for registering the election.
#Somalia #Mogadishu https://t.co/iLJRyqGe9q"	2022-03-28T07:06:51.000Z			['Mogadishu']	['Banadir']	['Banadir']
Tension and security fears remain in Beledweyne city as troops closed this morning the election venue at Lama-Galay base protesting over the lack of transparency in the electoral process for Hop#059 seat in the Lower House. #Somalia. https://t.co/cXB7NTcZQW	2022-03-28T06:55:54.000Z			[]	[]	[]
The two blasts that killed running elected candidates in the terrorist attack in #Somalia in the upcoming #election have threatened unrest for the delay in the upcoming elections. https://t.co/zanzq9t6cw	2022-03-28T06:41:53.000Z			[]	[]	[]
"Terror groups carry out frequent attacks in #Somalia with the aim of “overthrowing the government” but this chaos and #terrorism are helping to further delay the election.

https://t.co/TJMxersuRs"	2022-03-28T05:46:58.000Z			[]	[]	[]
Cumar geele stay away from Somalia and you cannot shift the election to Djibouti.	2022-03-28T05:34:10.000Z			[]	[]	[]
"Hoping that the #Somaliaelection will be held soon  for the benefit of  Somalia people, Violence will continue  if Election continues to postpone  
#Somalitribes also demanding to expel terrorism from inside Somalia   

https://t.co/JTX6jVTpyF 

https://t.co/5ol2n4kpan"	2022-03-28T05:30:40.000Z			[]	[]	[]
@PosterRon Republican ticket runs away with the election. Omar can’t run anyways as she was born in Somalia, but AOC running is more than enough for a Reagan ‘84 type sweep. https://t.co/T6rleVYu2g	2022-03-28T05:15:05.000Z			[]	[]	[]
"The #USA has announced a set of sanctions and visa restrictions to those who are obstructing #Somalia's democratic process and the missed election deadline. 

Will #Farmajo stop this election despite #US sanctions?

https://t.co/n8vhbfSkP0"	2022-03-28T05:14:31.000Z			[]	[]	[]
With Somalia's delayed elections pushed back again, the country's media are digging in for what has already been a lengthy and at times difficult election period. Journalists reporting on politics and opposition candidates have been assaulted and detained, and a state leader https://t.co/MwF7dh8MQy	2022-03-28T05:11:06.000Z			[]	[]	[]
Shabaab kills dozens in twin suicide bombings targeting Somalia’s election process | FDD's Long War Journal https://t.co/AoaC1ffgWl	2022-03-28T04:59:02.000Z			[]	[]	[]
"@khadarlooge 1/2,Agree that @musebiihi hasn't achieved most of what he promised, however note the following.

1) First two years was dealing election disputes with opposition parties
2) Dealing Somaliland financial constraints seized Somalia
3) Generated fund for the election that you gained"	2022-03-28T01:10:16.000Z			[]	[]	[]
"@jama_deperani Horay usoco madaxwayne insha allah guul bn urajaynaa 
#deni for election somalia

Abdifitah ali"	2022-03-27T22:34:44.000Z			[]	[]	[]
As #Somalia set to wrap up the prolonged parliamentarian electoral process, the opposition counts three-quarters of the total MPs elected. Ex-Prez @HESharifShAhmed who served Somalia during tough times and delivered timely election is among the top candidates with strong momentum https://t.co/z0qjrqqqnt	2022-03-27T21:48:37.000Z			[]	[]	[]
"@IanSmiththe3rd @Lizwe586203811 @Ryan Kobe. Makavimbisa kuti @Tendai Biti aka winner ma by election, citizenship munopa kuna anyone from Somalia.
Itai saizvozvo tione."	2022-03-27T17:50:23.000Z			[]	[]	[]
". @sjs_Somalia is glad to join Somalia Mechanism for the Safety of Journalists (SMSJ) as a board member following its election in #Mogadishu today.

Congrats to @sjs_Somalia SG @Cabdalleaxmed elected as the Secretary of the Journalists' Safety Committee. https://t.co/YmVBQcxTTV"	2022-03-27T16:39:53.000Z			['Mogadishu']	['Banadir']	['Banadir']
@warsheikh11 Somalia's presidential election kulahaa 😭	2022-03-27T16:26:16.000Z			[]	[]	[]
"#Hirshabelle State Elections Implementation Team has postponed the election of HOP#058 seat which was scheduled to be held in #Beledweyne today.

The electoral team said the election for the seat will take place tomorrow.

No reason was given for the delay.

#Somalia https://t.co/8rpfqk81px"	2022-03-27T14:21:20.000Z			[]	[]	[]
Ex-HirShabelle president @HShPrez2Ware expresses concern over the security of the election of a parliamentary seat in Beledweyne city, central #Somalia which is being contested by candidates, including the former intelligence chief Sanbalolshe, a fierce @M_Farmaajo critic. https://t.co/vEYs38G8GT	2022-03-27T14:15:21.000Z			[]	[]	[]
HOP 058 seat election is postponed amid reports that the safety of the former #NISA commander is at stake.#Somalia https://t.co/ZYkdsWtlF5	2022-03-27T13:55:07.000Z			[]	[]	[]
Back to Mogadishu. Currently monitoring the political situation in the country &amp; the election campaigns. I THINK that the fate of Somalia will be determined by the results of the upcoming election &amp; I am fully enthusiastic and hoping for a peaceful and politically stable Somalia.	2022-03-27T13:51:48.000Z			['Mogadishu']	['Banadir']	['Banadir']
The prime minister @MohamedHRoble  today met with top officials of the country's security agencies and the African Union Mission in Somalia (AMISOM), and directed a formal investigation into recent terrorist attacks, election security’ Whole of the country. https://t.co/DbUtlHePAw	2022-03-27T13:27:40.000Z			[]	[]	[]
Mohamed Hussein Roble, PM of the Federal Republic of Somalia, today met with senior officials of the country's security agencies and the African Union Mission in Somalia (AMISOM), ordering a formal investigation into recent terrorist attacks, election security &amp; morecountry. https://t.co/UxEwOJc6zW	2022-03-27T13:16:31.000Z			[]	[]	[]
"@Abdi_ghelle @GaroweOnline @musebiihi @M_Farmaajo is destroying #Somalia before anyone else does. #Somaliland security forces are extremely vigilant against terrorist and also hunt any unknown terrorist suspects this is why SL so successful fighting against AS 
🇸🇴 Army is busy helping @M_Farmaajo to steal election."	2022-03-27T13:06:15.000Z			[]	[]	[]
"@_Muhaned7 @Abdimalek11 @SomPundit Wishful thinking: Only Allah knows that..Such of hatred will be danger to yourself!!
If you're sure then you must know who gone be the next president of #somalia. So tell us who will win the incoming election?"	2022-03-27T12:33:13.000Z			[]	[]	[]
it's an indisputable Adan sunna was sent from Northern Somalia separists the timing couldn't be better when the large scale of Al-shabaab weakening and election/selection of Southern are been expected to take place soon he's reinforcement agent representing by @musebiihi &amp; others https://t.co/9KeZ6IXTlh	2022-03-27T12:33:05.000Z			[]	[]	[]
"Laftagareen the Puppet of @M_Farmaajo says that they(Rahanweyn)will lead the nation. This strengthens the agenda of ex-president @M_Farmaajo where he wants Rahanweyn to be prime minister as reward for their votes in the delayed election
#Somalia #Mogadishu https://t.co/0hMQqiVeQM"	2022-03-27T12:19:09.000Z			['Mogadishu']	['Banadir']	['Banadir']
The conclusion of Somalia's election will not only help in the establishment of legitimate offices and stable institutions, but will also alleviate the anxiety of ordinary citizens. A shop owner in Mogadishu tells you that such an item is expensive because of election delays.	2022-03-27T11:21:51.000Z			['Mogadishu']	['Banadir']	['Banadir']
@HShPrez2Ware This election has proven that Hirshabelle people can't be controlled by anyone. Next steps untangle Farmajo-Fahad influence &amp; make it independent entity that is controlled by its people. Demand 30% taxes collected from Mogadishu to fund state's budget #Hiiraan #Somalia	2022-03-27T11:00:09.000Z			['Mogadishu', 'Tuulo Hiiraan']	['Hiraan', 'Banadir']	['Banadir', 'Belet Weyne']
"2/2: Election possibilities:

Possibility 2
If Madobe doesn't stays loyal for Dani:
Round 1: Jubaland votes➡️Dani
Round 2: Jubaland votes➡️Sharif Sheikh A.

Last Round: Farmaajo VS Sharif Sheikh

Sharif Sheikh will be the President of Somalia."	2022-03-27T10:51:45.000Z			[]	['Jubbaland', 'Togdheer']	['Sheikh']
"1/2: Election possibilities:

Possibility 1
If Madobe stays loyal for Dani:
Round 1: Jubaland votes➡️Dani
Round 2: Jubaland votes➡️Dani
Last Round: Farmajo VS Dani

Farmajo will be the reelected President of Somalia."	2022-03-27T10:51:00.000Z			[]	['Jubbaland']	[]
"#Somalia PM @MohamedHRoble summons top security and military officers for a meeting hours after @M_Farmaajo instructed them to strengthen the security in Mogadishu.

Relations between the two leaders have long been frosty over election/security control.
https://t.co/pJrPoPNdvp"	2022-03-27T09:56:16.000Z			['Mogadishu']	['Banadir']	['Banadir']
Gudlawe should keep the momentum with being effective leader. Next step after election take Hirshabelle out of the influence of Villa Somalia and make it independent entity that is controlled by its people. Demand 30% taxes collected from Mogadishu to fund state's budget #Somalia https://t.co/Ii7FyvUlYz	2022-03-27T09:55:22.000Z			['Mogadishu']	['Banadir']	['Banadir']
"Somalia: 7 candidates line up contest for a seat whose election is to be held today in Beledweyne.
➡️https://t.co/Q4Jet230NE https://t.co/VeiBaizE3O"	2022-03-27T07:46:35.000Z			[]	[]	[]
The election of HOP058 seat which will be contesting 7 candidates including Ex-NISA chief and former #Hirshabelle president is to kick-off  today in central #Somalia town of Baladweyne. https://t.co/MUmefCqRDX	2022-03-27T06:51:17.000Z			[]	[]	[]
Galmadug #President @MrQoorqoor and his Southwest counterpart @Laftagareen meet #Senators and #MPs who were elected recently. The legislators will represent the #regional states at #federal level in the next four years. #somalia #election https://t.co/Q9odJvHofI	2022-03-27T06:28:17.000Z			[]	[]	[]
Galmadug #President @MrQoorqoor and his Southwest counterpart @Laftagareen meet #Senators and #MPs who were elected recently. The legislators will represent the #regional states at #federal level in the next four years. #somalia #election https://t.co/IZVQlb5yJ1	2022-03-27T06:28:02.000Z			[]	[]	[]
The election for the HOP058 seat in the 11th House of the People is set to take place in Beledweyne today. Electoral commission had planned to hold the poll yesterday, but it was postponed. Now, seven individuals are vying for the seat, one of whom is a female candidate. #Somalia https://t.co/nAQ9UK8UEK	2022-03-27T06:24:57.000Z			[]	[]	[]
The election for the HOP058 seat in the 11th House of the People is set to take place in Beledweyne today. Electoral commission had planned to hold the poll yesterday, but it was postponed. Now, seven individuals are vying for the seat, one of whom is a female candidate. #Somalia https://t.co/0dEGARmhJ6	2022-03-27T06:21:23.000Z			[]	[]	[]
"#Hirshabelle State Electoral body  is today expected to hold election for  HOP058 seat in #Beledweyne town.

The electoral commission on Saturday registered seven candidates for the seat, previously held by Nur Idow Beyle, who dropped out of the race.
#Somalia https://t.co/MEq5RsxNyH"	2022-03-27T05:48:37.000Z			[]	[]	[]
"Breaking!!!

🚨An insider from @TheVillaSomalia has informed me that the Somalia's forthcoming presidential election will not be contested by @M Farmaajo.✅

Also, his altercation with Fahad late hours this night was quite intense. 

Cadowga 🇸🇴 ilhay ha isku jabiyo. Amiin🙏🙏"	2022-03-27T03:01:29.000Z			[]	[]	[]
"How can @SaidAbdullahiDe contest for the presidency of #Somalia, while not adhering to the regional constitution of #Puntland, which explicitly states that “No public official shall become a candidate in any election, without first resigning his/her post”

What a circus. https://t.co/4hy8JB3RtE"	2022-03-27T02:43:55.000Z			[]	['Puntland']	[]
Shabaab kills dozens in twin suicide bombings targeting Somalia’s election process | FDD's Long War Journal https://t.co/MDunklHsgK	2022-03-27T02:38:08.000Z			[]	[]	[]
@SomPundit The more candidates in the election, the better chance for Somalia and @M_Farmaajo.	2022-03-27T02:15:22.000Z			[]	[]	[]
🇸🇴 people suffer most man in 21 century 4 free election,sovereignty and the peaceful 🇸🇴 people need at most #jame swan most leave our country #Somalia. https://t.co/B1o278Lu6X	2022-03-27T01:23:25.000Z			[]	[]	[]
As new members who likely have a good relationship with the terrorist group al-Shabaab joined the 11th Parliament, I am concerned about the security of many of the new MPs in the post-election. #Somalia https://t.co/G9CHVOxgo0	2022-03-26T21:42:18.000Z			[]	[]	[]
"@Abdimalek11 @SomPundit That's your wishful thinking: first only Allah knows the future. But definitely Farmaajo is the front runner for the incoming election &amp; it's more likely that he will be reelected as We couldn't see any candidate that can challenged him.
That's the reality liked or not!
#Somalia"	2022-03-26T20:59:42.000Z			[]	[]	[]
@TomMoncivais @Siralanhe @business @GBNEWS @SkyNewsBreak Was Venezuela, Syria, Yemen , Lybia, Afghanistan, Ukraine , Somalia? All had US foreign policy intervention in the past 30 years but Russia didn't get a fair election? Go Fuck yourself.	2022-03-26T20:35:52.000Z			[]	[]	[]
@somalilandmfa Why Somalia dare to cut ties wih the USA while they clearly declared that they don't recognise anything called Somaliland. The US give you a clear roadmap stop misleading the people and cheap politics of your re election 🙄	2022-03-26T20:35:36.000Z			[]	[]	[]
Somali President @M_Farmaajo today has chaired the security meeting with the commanders, Somalia encountering anxiety terror attacks, while Somali politicians trying to take advantage by Somali people's blood, at this crucial election period! https://t.co/hxyobBldPo	2022-03-26T19:50:06.000Z			[]	[]	[]
"@InaHassan3 @HusseinM12 @DaudElyas @US2SOMALIA @UKinSomalia @EU_in_Somalia @UNSomalia @SahanResearch These guys see the writing in the wall, they know that farmaajo bis the winner of this election. So they are trying to do what ever they can to prevent election from happing. 

So they want to see if they can stir up their tribes. So another civil war can start. https://t.co/t7yAzaJ1jb"	2022-03-26T18:18:28.000Z			[]	[]	[]
"Mr @UNSomalia  can you let the Somali ppl live in peace 🕊️✌🏽🙄🙄🙄 
This is not a joke, people die of hunger and thirst.  Let's us choose the president who will guarantee us a stable life and stop interfering with election!!!

We are human in somalia and our lives matter 😭 https://t.co/iU6fukrYVK"	2022-03-26T17:58:52.000Z			[]	[]	[]
Mashallah may Allah bless president farmajo for his selfless leadership qualities may the almighty Allah help him to achieve his target of liberating Somalia and transform it into a peaceful country, may Allah help him to  win again in the coming election https://t.co/sT2UizzYUL	2022-03-26T17:48:18.000Z			[]	[]	[]
"Former National Intelligence and Security Agency NISA boss Abdullahi Sambalooshe has received his certificate of candidacy to contest for HOP#058 whose election is slated for in #Beledweyne town.
#Somalia. https://t.co/kwh7X24R8i"	2022-03-26T17:28:06.000Z			[]	[]	[]
"Congrats @Laftagareen 🎉for the job well done &amp; YOUR DEDICATION to complete the election process! @Laftagareen has FULL RIGHTS issue certification to newly elected #Somalia🇸🇴members of Parliament!
kudos 🎉
@US2SOMALIA 
@SecBlinken 
@StateDeptSpox 
@AsstSecStateAF 
@EU_in_Somalia https://t.co/RYpoY5v8lJ"	2022-03-26T17:25:05.000Z			[]	[]	[]
#SheekhSharif is the one enabled after 40 yrs, the first Somali election inside #Somalia. He pioneered the peaceful power transfer to his successor #HassanSheekh. I am quite skeptical, if not cynical how the incumbent will transfer the power if he looses his re-election bid!! https://t.co/ze99g3xUvF	2022-03-26T17:24:18.000Z			[]	[]	[]
SWS Prez @Laftagareen certifies the recently elected federal parliamentarian members from the state following the conclusion of the polls. #Somalia gears up for the federal presidential election as the prolonged polls wrap up. #Somalia https://t.co/Rhl8UObR2h	2022-03-26T15:00:29.000Z			[]	[]	[]
"@SomaliStarPost @Laftagareen Fantastic news 👏

This bloody long “election” is finally coming to an end. 

We must commend President @Laftagareen for being the 1st past the finishing line. 

#Somalia"	2022-03-26T14:36:33.000Z			[]	[]	[]
"Sheikh Sharif has accused Al-Shaytan of being behind the attacks on the MP.

I challenge @HESharifShAhmed to become Minister of defence in the next Farmajo government and clean the Terror group from Somalia 🇸🇴.

He will be the Nation's first choice for 2026 election. https://t.co/Nz232daBkq"	2022-03-26T14:17:14.000Z			[]	['Togdheer']	['Sheikh']
"… issues, saying anything about this delay?

Don’t let the Sahan spy and their minions distract you from the Garbahaarrey election. 

Garbahaarrey is peaceful. 

Long live united, peaceful and prosperous #Somalia🇸🇴."	2022-03-26T13:48:02.000Z			[]	[]	[]
@RAbdiAnalyst @HassanSMohamud 1/2 The contrast between HSM's final year &amp; election vs Farmajo's final year of election is so stark that 2022 feels if we are in never ending nightmare dreams. In 2016 elections were exhilarating, ended peaceful &amp; celebratory.   #Somalia	2022-03-26T12:50:10.000Z			[]	[]	[]
Shabaab kills dozens in twin suicide bombings targeting Somalia’s election process | FDD's Long War Journal https://t.co/FgzcB41zWd	2022-03-26T12:40:21.000Z			[]	[]	[]
Shabaab kills dozens in twin suicide bombings targeting Somalia’s election process | FDD's Long War Journal https://t.co/uxr5ttZitM	2022-03-26T11:00:02.000Z			[]	[]	[]
Shabaab kills dozens in twin suicide bombings targeting Somalia’s election process | FDD's Long War Journal https://t.co/uVNm2telVJ	2022-03-26T10:50:35.000Z			[]	[]	[]
.@GaroweOnline @TwitterSpaces discussion with Presidential Candidate on #Somalia’s Post-Election Reconciliation and Institution Building. 👉🏾 https://t.co/qgNgljgQW6 https://t.co/gaEqBnYF22	2022-03-26T10:14:34.000Z			[]	[]	[]
#Somalia officials, #Farmaajo and the bombing that killed a parliamentary election candidate in central Somalia. his allies, have been involved in delaying the country's #election process. https://t.co/4nsGASziKF	2022-03-26T09:49:37.000Z			[]	[]	[]
#Somalia is going through a rough ride but I do still see light at the end of the tunnel. Regardless of how messy the election was &amp; how corrupt the selection process has been, #MPs have still a moral obligation to make the best choice for this country &amp; I hope they do just that.	2022-03-26T09:32:11.000Z			[]	[]	[]
"Two bombings that kill a parliamentary #election candidate in central Somalia It seems #Terrorist is acting in #Somalia to delay the election
Terrorist chaos is the reason why the US will impose #sanction on #Farmajo's allies https://t.co/zWtOseWICq"	2022-03-26T09:27:12.000Z			[]	[]	[]
@OgadenWar Actually,@WilliamsRuto has boldly claimed that @M_Farmaajo is not coming back….This is not election but selection…I hope our MPs forget about their qabiil loyalty(4.5) and defend Somalia.	2022-03-26T09:20:44.000Z			[]	[]	[]
@RAbdiAnalyst @HassanSMohamud Somalia missed a great opportunity by not electing him for a second term. He was wise &amp; experienced. He had matured by the time the election came around. Had he been elected to a second term in office, Somalia would have been completely different from the one we see today.	2022-03-26T09:09:59.000Z			[]	[]	[]
"Somali people are wondering how's the government money are being spent. With the election coming (if it will not be postponed again)  #Somalia’s donors must insist on the need for transparency and urged elections must take place at all cost

#Corruption https://t.co/NLiFp6WmdP"	2022-03-26T07:58:55.000Z			[]	[]	[]
Floods and drought in said to be #Somalia is the by-product of #corruption &amp; ineptitude. Somali people have been waiting for #election to happen but it keep on getting delayed allegedly by Somali officers for some reason https://t.co/78Z5HZarXW	2022-03-26T07:49:35.000Z			[]	[]	[]
#cartoon Ignoring security and failing to control the security agencies resulted in growing terrorist attacks and cast doubt on holding a peaceful presidential election. #Somalia https://t.co/xOfWLY8Njd	2022-03-26T07:13:30.000Z			[]	[]	[]
"Somalia: SEIT Hir-Shabelle set the election schedule for one seat in Beledweyne as incumbent who has holding for the past 5 years withdrew from the race.
👉https://t.co/seOwq3ZsMP https://t.co/BHa7VsRIr8"	2022-03-26T07:09:01.000Z			[]	[]	[]
